biz_date,category,region,store_code,forecast_qty,actual_qty,forecast_accuracy,oos_rate,inventory_turnover_days
2025-10-08,化妆品,华东,EC005,0,0,69.47,0.61,109
2025-10-09,家具,华北,NC005,0,0,77.03,0.64,84
2025-10-10,游戏机,华南,SC005,0,0,84.88,4.66,79
2025-10-10,化妆品,华中,CC005,0,0,66.18,0.32,141
2025-10-10,家具,西南,SW005,0,0,78.76,4.61,75
2025-10-12,游戏机,华东,EC006,0,0,79.57,1.87,135
2025-10-12,化妆品,华北,NC006,0,0,91.98,1.94,29
2025-10-15,家具,华南,SC006,0,0,55.28,0.74,94
2025-10-16,游戏机,华中,CC006,0,0,72.32,0.26,113
2025-10-17,化妆品,西南,SW006,0,0,96.24,3.14,51
2025-10-24,家具,华东,EC007,0,0,55.00,3.37,136
2025-10-30,游戏机,华北,NC007,0,0,57.03,2.33,95
2025-11-02,化妆品,华南,SC007,0,0,75.99,0.75,117
2025-11-05,家具,华中,CC007,0,0,77.83,1.51,58
2025-11-07,游戏机,西南,SW007,0,0,76.15,0.28,130
2025-11-08,化妆品,华东,EC008,0,0,97.25,6.16,86
2025-11-09,家具,华北,NC008,0,0,85.67,0.37,99
2025-11-09,游戏机,华南,SC008,0,0,93.14,1.80,28
2025-11-11,化妆品,华中,CC008,0,0,62.42,2.02,122
2025-11-11,家具,西南,SW008,0,0,79.64,2.28,105
2025-11-11,游戏机,华东,EC009,0,0,80.80,2.03,73
2025-11-12,化妆品,华北,NC009,0,0,77.68,4.47,89
2025-11-14,家具,华南,SC009,0,0,89.51,0.60,104
2025-11-17,游戏机,华中,CC009,0,0,86.69,0.46,115
2025-11-18,化妆品,西南,SW009,0,0,79.28,3.11,84
2025-11-21,家具,华东,EC010,0,0,82.06,8.02,154
2025-11-21,游戏机,华北,NC010,0,0,63.28,2.78,91
2025-11-23,化妆品,华南,SC010,0,0,56.72,0.21,90
2025-11-23,家具,华中,CC010,0,0,75.30,0.39,67
2025-11-24,游戏机,西南,SW010,0,0,82.85,3.11,136
2025-11-28,化妆品,华东,EC011,0,0,77.50,1.64,61
2025-11-28,家具,华北,NC011,0,0,65.43,7.93,139
2025-11-29,游戏机,华南,SC011,0,0,79.44,6.41,75
2025-11-30,化妆品,华中,CC011,0,0,97.58,1.13,48
2025-12-01,家具,西南,SW011,0,0,86.32,0.28,124
2025-12-01,游戏机,华东,EC012,0,0,68.48,2.02,140
2025-12-03,化妆品,华北,NC012,0,0,81.78,4.52,72
2025-12-03,家具,华南,SC012,0,0,93.94,1.91,44
2025-12-04,游戏机,华中,CC012,0,0,56.98,4.40,133
2025-12-06,化妆品,西南,SW012,0,0,81.59,0.33,63
2025-12-07,家具,华东,EC001,0,0,81.22,7.11,71
2025-12-08,游戏机,华北,NC001,0,0,90.21,1.22,28
2025-12-09,化妆品,华南,SC001,0,0,80.51,0.46,68
2025-12-09,家具,华中,CC001,0,0,88.78,1.19,27
2025-12-10,游戏机,西南,SW001,0,0,80.64,4.17,76
2025-12-11,化妆品,华东,EC002,0,0,86.28,1.25,57
2025-12-12,家具,华北,NC002,0,0,77.56,7.62,155
2025-12-13,游戏机,华南,SC002,0,0,84.87,1.24,123
2025-12-14,化妆品,华中,CC002,0,0,79.23,7.12,100
2025-12-14,家具,西南,SW002,0,0,82.66,2.01,33
2025-12-15,游戏机,华东,EC003,0,0,72.19,0.71,133
2025-12-16,化妆品,华北,NC003,0,0,68.10,1.87,139
2025-12-19,家具,华南,SC003,0,0,71.18,2.19,89
2025-12-19,游戏机,华中,CC003,0,0,77.22,2.14,42
2025-12-21,化妆品,西南,SW003,0,0,96.89,1.98,92
2025-12-23,家具,华东,EC004,0,0,82.92,2.04,108
2025-12-23,游戏机,华北,NC004,0,0,92.21,3.45,30
2025-12-23,化妆品,华南,SC004,0,0,75.52,3.01,48
2025-12-27,家具,华中,CC004,0,0,72.85,0.60,127
2025-12-28,游戏机,西南,SW004,0,0,69.37,4.36,90
2025-12-29,化妆品,华东,EC005,0,0,65.61,1.50,84
2025-12-29,家具,华北,NC005,0,0,79.22,2.01,57
2025-12-29,游戏机,华南,SC005,0,0,91.56,4.47,65
2025-12-30,化妆品,华中,CC005,0,0,91.53,1.24,45
2026-01-03,家具,西南,SW005,0,0,94.01,2.77,48
2026-01-03,游戏机,华东,EC006,0,0,77.33,2.65,46
2026-01-03,化妆品,华北,NC006,0,0,93.25,0.21,31
2026-01-06,家具,华南,SC006,0,0,86.88,0.63,36
2026-01-07,游戏机,华中,CC006,0,0,96.59,1.82,92
2026-01-10,化妆品,西南,SW006,0,0,76.48,0.44,107
2026-01-12,家具,华东,EC007,0,0,73.30,2.55,93
2026-01-15,游戏机,华北,NC007,0,0,64.05,4.45,89
2026-01-16,化妆品,华南,SC007,0,0,76.87,3.39,118
2026-01-16,家具,华中,CC007,0,0,80.66,2.44,77
2026-01-17,游戏机,西南,SW007,0,0,78.21,2.29,106
2026-01-18,化妆品,华东,EC008,0,0,69.98,3.68,90
2026-01-18,家具,华北,NC008,0,0,92.72,1.58,64
2026-01-23,游戏机,华南,SC008,0,0,76.75,0.69,54
2026-01-24,化妆品,华中,CC008,0,0,82.75,5.30,85
2026-01-26,家具,西南,SW008,0,0,92.62,1.77,114
2026-01-26,游戏机,华东,EC009,0,0,76.06,4.37,135
2026-01-28,化妆品,华北,NC009,0,0,84.94,2.34,62
2026-01-29,家具,华南,SC009,0,0,75.73,3.93,117
2026-01-30,游戏机,华中,CC009,0,0,90.12,1.50,95
2026-02-01,化妆品,西南,SW009,0,0,76.34,0.85,76
2026-02-02,家具,华东,EC010,0,0,79.01,1.88,77
2026-02-02,游戏机,华北,NC010,0,0,77.20,2.16,41
2026-02-03,化妆品,华南,SC010,0,0,61.26,0.62,136
2026-02-03,家具,华中,CC010,0,0,75.10,4.11,76
2026-02-03,游戏机,西南,SW010,0,0,61.89,1.32,77
2026-02-03,化妆品,华东,EC011,0,0,75.86,4.56,46
2026-02-04,家具,华北,NC011,0,0,77.77,1.23,46
2026-02-05,游戏机,华南,SC011,0,0,79.61,2.74,112
2026-02-07,化妆品,华中,CC011,0,0,87.98,2.12,71
2026-02-09,家具,西南,SW011,0,0,83.12,0.95,42
2026-02-09,游戏机,华东,EC012,0,0,87.20,2.29,36
2026-02-13,化妆品,华北,NC012,0,0,77.11,7.54,86
2026-02-14,家具,华南,SC012,0,0,81.57,3.66,82
2026-02-15,游戏机,华中,CC012,0,0,92.94,3.76,100
2026-02-15,化妆品,西南,SW012,0,0,87.11,1.76,36
2026-02-17,家具,华东,EC001,0,0,77.28,3.32,75
2026-02-18,游戏机,华北,NC001,0,0,54.73,0.31,71
2026-02-18,化妆品,华南,SC001,0,0,97.35,2.20,31
2026-02-18,家具,华中,CC001,0,0,72.68,3.58,55
2026-02-20,游戏机,西南,SW001,0,0,92.70,3.54,121
2026-02-20,化妆品,华东,EC002,0,0,69.23,8.24,143
2026-02-21,家具,华北,NC002,0,0,91.07,2.48,102
2026-02-24,游戏机,华南,SC002,0,0,80.61,1.23,37
2026-02-24,化妆品,华中,CC002,0,0,99.11,2.62,32
2026-02-25,家具,西南,SW002,0,0,79.56,3.63,49
2026-03-04,游戏机,华东,EC003,0,0,55.36,3.44,91
2026-03-04,化妆品,华北,NC003,0,0,55.73,2.28,90
2026-03-04,家具,华南,SC003,0,0,66.43,2.32,85
2026-03-05,游戏机,华中,CC003,0,0,67.95,1.64,83
2026-03-05,化妆品,西南,SW003,0,0,72.56,3.87,117
2026-03-07,家具,华东,EC004,0,0,75.31,1.68,69
2026-03-08,游戏机,华北,NC004,0,0,84.63,7.42,98
2026-03-09,化妆品,华南,SC004,0,0,69.80,6.36,98
2026-03-10,家具,华中,CC004,0,0,89.33,4.61,105
2026-03-11,游戏机,西南,SW004,0,0,71.13,1.48,130
2026-03-11,化妆品,华东,EC005,0,0,80.51,0.38,122
2026-03-11,家具,华北,NC005,0,0,91.66,1.53,44
2026-03-11,游戏机,华南,SC005,0,0,85.69,4.04,44
2026-03-11,化妆品,华中,CC005,0,0,86.35,7.77,50
2026-03-12,家具,西南,SW005,0,0,75.40,2.13,41
2026-03-13,游戏机,华东,EC006,0,0,92.86,2.87,125
2026-03-13,化妆品,华北,NC006,0,0,82.28,4.01,41
2026-03-16,家具,华南,SC006,0,0,53.64,4.35,140
2026-03-20,游戏机,华中,CC006,0,0,95.60,2.19,54
2026-03-20,化妆品,西南,SW006,0,0,93.03,1.49,52
2026-03-21,家具,华东,EC007,0,0,84.48,0.89,60
2026-03-21,游戏机,华北,NC007,0,0,82.55,1.53,61
2026-03-22,化妆品,华南,SC007,0,0,98.98,3.24,49
2026-03-23,家具,华中,CC007,0,0,80.02,6.78,79
2026-03-24,游戏机,西南,SW007,0,0,74.73,0.45,78
2026-03-25,化妆品,华东,EC008,0,0,77.54,7.51,95
2026-03-25,家具,华北,NC008,0,0,58.54,1.67,94
2026-03-26,游戏机,华南,SC008,0,0,82.02,1.28,54
2026-03-28,化妆品,华中,CC008,0,0,90.88,4.32,74
2026-03-29,家具,西南,SW008,0,0,58.40,1.06,124
